case_id,num_hard_constraint_facts,ground_truth_result,ground_truth_model,llm_judgment,llm_modifications,llm_response_raw,llm_correctness,llm_validation_result,error,elapsed_time_sec,has_hard_constraint,llm_flips,llm_modified_count,total_facts,flip_rate_on_modified,flip_rate_on_all,flipped_details,smt_flips,smt_flip_rate
case_23,0,SAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true}, ""reasoning"": ""根據保險法第148-3條及相關規定，建立並有效執行內部控制及稽核制度是合規的關鍵。將所有相關內部控制及處理系統設立並執行，能消除重大缺失，達成無罰款狀態。""}",False,UNSAT,,3.063921928405762,False,8,8,9,100.0,88.89,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}]",9,100.0
case_24,2,SAT,,SAT,"{'violation_flag': False, 'violation_exists': False, 'correction_flag': False, 'correction_ordered': False, 'remove_director_supervisor': False}","{""judgment"": ""SAT"", ""modifications"": {""violation_flag"": false, ""violation_exists"": false, ""correction_flag"": false, ""correction_ordered"": false, ""remove_director_supervisor"": false}, ""reasoning"": ""將違規標誌及相關處分標誌設為false，表示已完成改善且無違規事實，故可達到無罰款狀態(PENALTY=false)。""}",False,UNSAT,,2.372832059860229,True,5,5,26,100.0,19.23,"[{""variable"": ""violation_flag"", ""original"": true, ""modified"": false}, {""variable"": ""violation_exists"", ""original"": true, ""modified"": false}, {""variable"": ""correction_flag"", ""original"": true, ""modified"": false}, {""variable"": ""correction_ordered"", ""original"": true, ""modified"": false}, {""variable"": ""remove_director_supervisor"", ""original"": true, ""modified"": false}]",3,11.54
case_25,0,SAT,,SAT,"{'fhc_violation_flag': False, 'violation_occurred': False, 'director_or_supervisor_dismissed_or_suspended': False}","{""judgment"": ""SAT"", ""modifications"": {""fhc_violation_flag"": false, ""violation_occurred"": false, ""director_or_supervisor_dismissed_or_suspended"": false}, ""reasoning"": ""將違規標誌及違規事實標記為false，並取消董事或監察人停止職務的處分，表示公司已無違規情事，故可達成無罰款狀態。""}",False,UNSAT,,1.854295015335083,False,3,3,20,100.0,15.0,"[{""variable"": ""fhc_violation_flag"", ""original"": true, ""modified"": false}, {""variable"": ""violation_occurred"", ""original"": true, ""modified"": false}, {""variable"": ""director_or_supervisor_dismissed_or_suspended"", ""original"": true, ""modified"": false}]",2,10.0
case_26,26,UNSAT,,SAT,"{'internal_control_and_audit_system_established': True, 'internal_control_and_audit_established': True, 'internal_control_and_audit_system_executed': True, 'internal_control_and_audit_executed': True, 'subsidiary_business_management': True, 'subsidiary_business_scope_ok': True, 'related_persons_definition_ok': True, 'approval_obtained': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_and_audit_system_established"": true, ""internal_control_and_audit_established"": true, ""internal_control_and_audit_system_executed"": true, ""internal_control_and_audit_executed"": true, ""subsidiary_business_management"": true, ""subsidiary_business_scope_ok"": true, ""related_persons_definition_ok"": true, ""approval_obtained"": true}, ""reasoning"": ""為達到無罰款，必須建立並有效執行內部控制及稽核制度，確保子公司業務管理及範圍合規，並取得必要的核准，且符合關係人定義要求，消除公司治理重大缺失。""}",False,UNSAT,,2.449951887130737,True,8,8,76,100.0,10.53,"[{""variable"": ""internal_control_and_audit_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_and_audit_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_and_audit_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_and_audit_executed"", ""original"": false, ""modified"": true}, {""variable"": ""subsidiary_business_management"", ""original"": false, ""modified"": true}, {""variable"": ""subsidiary_business_scope_ok"", ""original"": false, ""modified"": true}, {""variable"": ""related_persons_definition_ok"", ""original"": false, ""modified"": true}, {""variable"": ""approval_obtained"", ""original"": false, ""modified"": true}]",,
case_27,1,SAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true}, ""reasoning"": ""根據銀行法第45-1條及第129條第7款規定，若銀行已建立並確實執行內部控制及稽核制度，則可避免罰鍰。將internal_control_system_established及internal_control_system_executed設為true，表示銀行已建立並執行內部控制制度，符合合規要求，故可達到無罰款(PENALTY=false)狀態。""}",True,SAT,,3.171942949295044,True,2,2,6,100.0,33.33,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}]",2,33.33
case_28,0,SAT,,SAT,"{'internal_control_established': True, 'business_operates_according_to_laws': True, 'business_operates_according_to_internal_control': True, 'customer_investment_knowledge_assessed': True, 'customer_investment_experience_assessed': True, 'customer_financial_status_assessed': True, 'customer_risk_tolerance_assessed': True, 'customer_knowledge_assessed': True, 'subscription_redemption_follow_contract': True, 'subscription_redemption_follow_prospectus': True, 'subscription_redemption_follow_industry_procedures': True, 'subscription_redemption_procedures_complied': True, 'violate_law': False, 'violate_order': False, 'violate_specified_articles_or_orders': False, 'corrective_action_taken': True, 'internal_control_change_reported_to_board': True, 'internal_control_change_board_approved': True, 'internal_control_change_recorded': True, 'internal_control_change_approved': True, 'authority_or_designated_institution_notified_change': True, 'internal_control_change_completed_within_deadline': True, 'internal_control_aml_compliance': True, 'aml_regulations_complied': True, 'large_or_suspicious_transaction_recorded': True, 'large_or_suspicious_transactions_recorded_and_aml_complied': True, 'internal_control_custody_compliance': True, 'internal_control_sales_compliance': True, 'internal_control_short_swing_prevention': True, 'internal_control_legal_compliance': True, 'internal_control_system_comprehensive': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""business_operates_according_to_laws"": true, ""business_operates_according_to_internal_control"": true, ""customer_investment_knowledge_assessed"": true, ""customer_investment_experience_assessed"": true, ""customer_financial_status_assessed"": true, ""customer_risk_tolerance_assessed"": true, ""customer_knowledge_assessed"": true, ""subscription_redemption_follow_contract"": true, ""subscription_redemption_follow_prospectus"": true, ""s",False,UNSAT,,8.843544960021973,False,31,31,54,100.0,57.41,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""business_operates_according_to_laws"", ""original"": false, ""modified"": true}, {""variable"": ""business_operates_according_to_internal_control"", ""original"": false, ""modified"": true}, {""variable"": ""customer_investment_knowledge_assessed"", ""original"": false, ""modified"": true}, {""variable"": ""customer_investment_experience_assessed"", ""original"": false, ""modified"": true}, {""variable"": ""customer_financial_status_assessed"", ""original"": false, ""modified"": true}, {""variable"": ""customer_risk_tolerance_assessed"", ""original"": false, ""modified"": true}, {""variable"": ""customer_knowledge_assessed"", ""original"": false, ""modified"": true}, {""variable"": ""subscription_redemption_follow_contract"", ""original"": false, ""modified"": true}, {""variable"": ""subscription_redemption_follow_prospectus"", ""original"": false, ""modified"": true}, {""variable"": ""subscription_redemption_follow_industry_procedures"", ""original"": false, ""modified"": true}, {""variable"": ""subscription_redemption_procedures_complied"", ""original"": false, ""modified"": true}, {""variable"": ""violate_law"", ""original"": true, ""modified"": false}, {""variable"": ""violate_order"", ""original"": true, ""modified"": false}, {""variable"": ""violate_specified_articles_or_orders"", ""original"": true, ""modified"": false}, {""variable"": ""corrective_action_taken"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_reported_to_board"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_board_approved"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_recorded"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_approved"", ""original"": false, ""modified"": true}, {""variable"": ""authority_or_designated_institution_notified_change"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_completed_within_deadline"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_aml_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""aml_regulations_complied"", ""original"": false, ""modified"": true}, {""variable"": ""large_or_suspicious_transaction_recorded"", ""original"": false, ""modified"": true}, {""variable"": ""large_or_suspicious_transactions_recorded_and_aml_complied"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_custody_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_sales_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_short_swing_prevention"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_legal_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_comprehensive"", ""original"": false, ""modified"": true}]",7,12.96
case_29,0,SAT,,SAT,"{'license_permitted': True, 'guarantee_deposited': True, 'related_insurance_purchased': True, 'license_issued': True, 'agent_license_and_guarantee_ok': True, 'management_rules_complied': True, 'internal_rules_compliance': True, 'violate_agent_or_broker_rules': False, 'violation_agent_or_broker_rules': False, 'agent_documents_compliant': True, 'agent_required_documents_compliance': True, 'agent_understanding_done': True, 'agent_understanding_and_document_signing': True, 'documents_verified': True, 'agent_company_and_bank_document_verification': True, 'bank_permitted': True, 'bank_agent_compliance': True, 'bank_broker_compliance': True, 'bank_permit_and_separate_compliance': True, 'violate_finance_or_business_management': False, 'violation_finance_or_business_management': False, 'broker_duty_of_care': True, 'broker_fidelity_duty': True, 'broker_duty_of_care_and_fidelity': True, 'broker_duty_management_rules_complied': True, 'broker_duty_of_care_and_fidelity_management_rules': True, 'violate_broker_duty': False, 'violation_broker_duty': False, 'written_report_provided': True, 'broker_written_report_and_fee_disclosure': True, 'basic_info_understood': True, 'broker_understanding_and_report_provided': True, 'fee_charged': True, 'fee_disclosed': True, 'documents_retained': True, 'document_retention_compliance': True, 'insurance_policy_electronic': True, 'contact_phone_provided': True, 'contact_email_provided': True, 'internal_operation_rules_followed': True, 'internal_operation_rules_compliance': True, 'elderly_protection_included': True, 'internal_operation_rules_include_elderly_protection': True}","{""judgment"": ""SAT"", ""modifications"": {""license_permitted"": true, ""guarantee_deposited"": true, ""related_insurance_purchased"": true, ""license_issued"": true, ""agent_license_and_guarantee_ok"": true, ""management_rules_complied"": true, ""internal_rules_compliance"": true, ""violate_agent_or_broker_rules"": false, ""violation_agent_or_broker_rules"": false, ""agent_documents_compliant"": true, ""agent_required_documents_compliance"": true, ""agent_understanding_done"": true, ""agent_understanding_and_document_signi",False,UNSAT,,7.442768096923828,False,43,43,55,100.0,78.18,"[{""variable"": ""license_permitted"", ""original"": false, ""modified"": true}, {""variable"": ""guarantee_deposited"", ""original"": false, ""modified"": true}, {""variable"": ""related_insurance_purchased"", ""original"": false, ""modified"": true}, {""variable"": ""license_issued"", ""original"": false, ""modified"": true}, {""variable"": ""agent_license_and_guarantee_ok"", ""original"": false, ""modified"": true}, {""variable"": ""management_rules_complied"", ""original"": false, ""modified"": true}, {""variable"": ""internal_rules_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""violate_agent_or_broker_rules"", ""original"": true, ""modified"": false}, {""variable"": ""violation_agent_or_broker_rules"", ""original"": true, ""modified"": false}, {""variable"": ""agent_documents_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""agent_required_documents_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""agent_understanding_done"", ""original"": false, ""modified"": true}, {""variable"": ""agent_understanding_and_document_signing"", ""original"": false, ""modified"": true}, {""variable"": ""documents_verified"", ""original"": false, ""modified"": true}, {""variable"": ""agent_company_and_bank_document_verification"", ""original"": false, ""modified"": true}, {""variable"": ""bank_permitted"", ""original"": false, ""modified"": true}, {""variable"": ""bank_agent_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""bank_broker_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""bank_permit_and_separate_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""violate_finance_or_business_management"", ""original"": true, ""modified"": false}, {""variable"": ""violation_finance_or_business_management"", ""original"": true, ""modified"": false}, {""variable"": ""broker_duty_of_care"", ""original"": false, ""modified"": true}, {""variable"": ""broker_fidelity_duty"", ""original"": false, ""modified"": true}, {""variable"": ""broker_duty_of_care_and_fidelity"", ""original"": false, ""modified"": true}, {""variable"": ""broker_duty_management_rules_complied"", ""original"": false, ""modified"": true}, {""variable"": ""broker_duty_of_care_and_fidelity_management_rules"", ""original"": false, ""modified"": true}, {""variable"": ""violate_broker_duty"", ""original"": true, ""modified"": false}, {""variable"": ""violation_broker_duty"", ""original"": true, ""modified"": false}, {""variable"": ""written_report_provided"", ""original"": false, ""modified"": true}, {""variable"": ""broker_written_report_and_fee_disclosure"", ""original"": false, ""modified"": true}, {""variable"": ""basic_info_understood"", ""original"": false, ""modified"": true}, {""variable"": ""broker_understanding_and_report_provided"", ""original"": false, ""modified"": true}, {""variable"": ""fee_charged"", ""original"": false, ""modified"": true}, {""variable"": ""fee_disclosed"", ""original"": false, ""modified"": true}, {""variable"": ""documents_retained"", ""original"": false, ""modified"": true}, {""variable"": ""document_retention_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""insurance_policy_electronic"", ""original"": false, ""modified"": true}, {""variable"": ""contact_phone_provided"", ""original"": false, ""modified"": true}, {""variable"": ""contact_email_provided"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_rules_followed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_rules_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""elderly_protection_included"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_rules_include_elderly_protection"", ""original"": false, ""modified"": true}]",32,58.18
case_30,1,UNSAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true}, ""reasoning"": ""根據銀行法及相關規定，罰鍰是因未建立及執行內部控制、內部處理及內部作業制度。雖然internal_operation_established為false且無法修改，但未規定internal_operation_system_executed必須為",False,UNSAT,,5.096318006515503,True,8,8,13,100.0,61.54,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}]",,
case_31,0,SAT,,SAT,"{'internal_control_system_established': True, 'internal_handling_system_executed': True, 'internal_control_established': True, 'internal_handling_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_handling_system_executed"": true, ""internal_control_established"": true, ""internal_handling_executed"": true}, ""reasoning"": ""根據案例，罰鍰是因為未完善建立內部控制制度及未確實執行。將內部控制制度建立及執行狀態調整為true，且內部處理制度執行狀態調整為true，符合銀行法第45-1條及相關規定，能達成無罰款(PENALTY=false)的合規狀態。""}",False,UNSAT,,2.729599952697754,False,4,4,13,100.0,30.77,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}]",5,38.46
case_32,0,SAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True, 'internal_control_compliance': True, 'internal_handling_compliance': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true, ""internal_control_compliance"": true, ""internal_handling_compliance"": true}, ""reasoning"": ""根據保險法及相關規定，罰鍰主要因未建立或執行內部控制及處理制度。若公司建立並執行完整的內部控制及",False,UNSAT,,3.619081974029541,False,10,10,11,100.0,90.91,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_compliance"", ""original"": false, ""modified"": true}]",11,100.0
case_33,0,SAT,,SAT,"{'deposit_exempted_by_overseas_fund': True, 'deposit_exempted_by_fiduciary_management': True, 'deposit_amount_withdrawn': 0.0, 'assets': 6000000.0, 'liabilities': 5000000.0, 'improvement_period_months': 6, 'general_manager_count': 1, 'general_manager_required': True, 'general_manager_qualification': True, 'investment_research_department_established': True, 'financial_accounting_department_established': True, 'manager_adequate_and_qualified': True, 'department_head_adequate_and_qualified': True, 'staff_adequate_and_qualified': True, 'responsible_personnel_qualification_met': True, 'department_and_staffing_requirements': True, 'stop_business_application_once': True, 'stop_business_duration_months': 6, 'stop_business_application_submitted': True, 'unapproved_stop_duration_months': 0, 'reopen_application_submitted': True, 'reopen_application_approved': True}","{""judgment"": ""SAT"", ""modifications"": {""deposit_exempted_by_overseas_fund"": true, ""deposit_exempted_by_fiduciary_management"": true, ""deposit_amount_withdrawn"": 0.0, ""assets"": 6000000.0, ""liabilities"": 5000000.0, ""improvement_period_months"": 6, ""general_manager_count"": 1, ""general_manager_required"": true, ""general_manager_qualification"": true, ""investment_research_department_established"": true, ""financial_accounting_department_established"": true, ""manager_adequate_and_qualified"": true, ""department",False,UNSAT,,5.19838809967041,False,20,22,43,90.91,46.51,"[{""variable"": ""deposit_exempted_by_overseas_fund"", ""original"": false, ""modified"": true}, {""variable"": ""deposit_exempted_by_fiduciary_management"", ""original"": false, ""modified"": true}, {""variable"": ""deposit_amount_withdrawn"", ""original"": 5000000.0, ""modified"": 0.0}, {""variable"": ""assets"", ""original"": 4000000.0, ""modified"": 6000000.0}, {""variable"": ""improvement_period_months"", ""original"": 0, ""modified"": 6}, {""variable"": ""general_manager_count"", ""original"": 0, ""modified"": 1}, {""variable"": ""general_manager_required"", ""original"": false, ""modified"": true}, {""variable"": ""general_manager_qualification"", ""original"": false, ""modified"": true}, {""variable"": ""investment_research_department_established"", ""original"": false, ""modified"": true}, {""variable"": ""financial_accounting_department_established"", ""original"": false, ""modified"": true}, {""variable"": ""manager_adequate_and_qualified"", ""original"": false, ""modified"": true}, {""variable"": ""department_head_adequate_and_qualified"", ""original"": false, ""modified"": true}, {""variable"": ""staff_adequate_and_qualified"", ""original"": false, ""modified"": true}, {""variable"": ""responsible_personnel_qualification_met"", ""original"": false, ""modified"": true}, {""variable"": ""department_and_staffing_requirements"", ""original"": false, ""modified"": true}, {""variable"": ""stop_business_application_once"", ""original"": false, ""modified"": true}, {""variable"": ""stop_business_duration_months"", ""original"": 0, ""modified"": 6}, {""variable"": ""stop_business_application_submitted"", ""original"": false, ""modified"": true}, {""variable"": ""reopen_application_submitted"", ""original"": false, ""modified"": true}, {""variable"": ""reopen_application_approved"", ""original"": false, ""modified"": true}]",18,41.86
case_34,4,UNSAT,,SAT,"{'internal_control_established': True, 'internal_control_executed': True, 'internal_control_system_established': True, 'internal_systems_compliant': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_executed"": true, ""internal_control_system_established"": true, ""internal_systems_compliant"": true}, ""reasoning"": ""根據案例，違規原因在於未完善建立及執行內部控制制度。固定條件中internal_control_system_established為false，需改為true以符合規定。調整internal_control_established及internal_control_executed為true，表示內部控制制度已建立且確實執行，並將internal_systems_compliant設為true，表示整體內部系統合規。此調整可消除違規事實，達成無罰款(PENALTY=false)目標。""}",False,UNSAT,,3.301666736602783,True,4,4,14,100.0,28.57,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_systems_compliant"", ""original"": false, ""modified"": true}]",,
case_35,2,SAT,,SAT,"{'violation_occurred': False, 'improvement_completed': True, 'internal_control_executed': True, 'internal_control_compliance': True, 'report_submission_compliance': True, 'documents_prepared_and_preserved': True, 'document_preparation_compliance': True, 'contract_written_and_risk_disclosed': True, 'derivative_financial_contract_compliance': True, 'important_content_compliant': True, 'derivative_financial_contract_important_content_compliance': True}","{""judgment"": ""SAT"", ""modifications"": {""violation_occurred"": false, ""improvement_completed"": true, ""internal_control_executed"": true, ""internal_control_compliance"": true, ""report_submission_compliance"": true, ""documents_prepared_and_preserved"": true, ""document_preparation_compliance"": true, ""contract_written_and_risk_disclosed"": true, ""derivative_financial_contract_compliance"": true, ""important_content_compliant"": true, ""derivative_financial_contract_important_content_compliance"": true}, ""reasoni",False,UNSAT,,3.24381685256958,True,11,11,20,100.0,55.0,"[{""variable"": ""violation_occurred"", ""original"": true, ""modified"": false}, {""variable"": ""improvement_completed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""report_submission_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""documents_prepared_and_preserved"", ""original"": false, ""modified"": true}, {""variable"": ""document_preparation_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""contract_written_and_risk_disclosed"", ""original"": false, ""modified"": true}, {""variable"": ""derivative_financial_contract_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""important_content_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""derivative_financial_contract_important_content_compliance"", ""original"": false, ""modified"": true}]",4,20.0
case_36,0,SAT,,SAT,"{'internal_control_established': True, 'internal_control_compliant': True, 'internal_control_updated': True, 'internal_control_change_notified': True, 'internal_control_change_completed_within_deadline': True, 'business_according_to_law': True, 'business_according_to_internal_control': True, 'accepted_non_authorized_proxy_trading': False, 'accepted_non_authorized_proxy_trading_by_responsible_person': False, 'accepted_proxy_trading_by_internal_personnel': False, 'accepted_proxy_trading_by_internal_personnel_by_responsible_person': False, 'accepted_client_without_trust_contract': False, 'accepted_client_without_trust_contract_by_responsible_person': False, 'executed_business_with_honesty_and_credit': True, 'executed_trades_according_to_client_instructions': True, 'violated_other_securities_regulations': False, 'violated_other_securities_regulations_by_responsible_person': False, 'responsible_person_honest': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_compliant"": true, ""internal_control_updated"": true, ""internal_control_change_notified"": true, ""internal_control_change_completed_within_deadline"": true, ""business_according_to_law"": true, ""business_according_to_internal_control"": true, ""accepted_non_authorized_proxy_trading"": false, ""accepted_non_authorized_proxy_trading_by_responsible_person"": false, ""accepted_proxy_trading_by_internal_personnel"": fals",False,UNSAT,,4.558345079421997,False,18,18,68,100.0,26.47,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_updated"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_notified"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_change_completed_within_deadline"", ""original"": false, ""modified"": true}, {""variable"": ""business_according_to_law"", ""original"": false, ""modified"": true}, {""variable"": ""business_according_to_internal_control"", ""original"": false, ""modified"": true}, {""variable"": ""accepted_non_authorized_proxy_trading"", ""original"": true, ""modified"": false}, {""variable"": ""accepted_non_authorized_proxy_trading_by_responsible_person"", ""original"": true, ""modified"": false}, {""variable"": ""accepted_proxy_trading_by_internal_personnel"", ""original"": true, ""modified"": false}, {""variable"": ""accepted_proxy_trading_by_internal_personnel_by_responsible_person"", ""original"": true, ""modified"": false}, {""variable"": ""accepted_client_without_trust_contract"", ""original"": true, ""modified"": false}, {""variable"": ""accepted_client_without_trust_contract_by_responsible_person"", ""original"": true, ""modified"": false}, {""variable"": ""executed_business_with_honesty_and_credit"", ""original"": false, ""modified"": true}, {""variable"": ""executed_trades_according_to_client_instructions"", ""original"": false, ""modified"": true}, {""variable"": ""violated_other_securities_regulations"", ""original"": true, ""modified"": false}, {""variable"": ""violated_other_securities_regulations_by_responsible_person"", ""original"": true, ""modified"": false}, {""variable"": ""responsible_person_honest"", ""original"": false, ""modified"": true}]",22,32.35
case_37,2,UNSAT,,SAT,"{'violate_article_18_2_rules': False, 'business_operated_according_to_law_and_internal_control': True, 'internal_control_executed': True, 'violation_178_1_4': False, 'loan_or_securities_mediation_with_client': False, 'provide_account_for_client_trading': False, 'violate_article_56': False, 'violation_56': False}","{""judgment"": ""SAT"", ""modifications"": {""violate_article_18_2_rules"": false, ""business_operated_according_to_law_and_internal_control"": true, ""internal_control_executed"": true, ""violation_178_1_4"": false, ""loan_or_securities_mediation_with_client"": false, ""provide_account_for_client_trading"": false, ""violate_article_56"": false, ""violation_56"": false}, ""reasoning"": ""將所有違規行為調整為無違規，確保內部控制制度有效執行，且無借貸及帳戶提供行為，符合證券交易法及相關規定，達到無罰款(PENALTY=false)狀態。""}",False,UNSAT,,2.952085971832275,True,8,8,13,100.0,61.54,"[{""variable"": ""violate_article_18_2_rules"", ""original"": true, ""modified"": false}, {""variable"": ""business_operated_according_to_law_and_internal_control"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""violation_178_1_4"", ""original"": true, ""modified"": false}, {""variable"": ""loan_or_securities_mediation_with_client"", ""original"": true, ""modified"": false}, {""variable"": ""provide_account_for_client_trading"", ""original"": true, ""modified"": false}, {""variable"": ""violate_article_56"", ""original"": true, ""modified"": false}, {""variable"": ""violation_56"", ""original"": true, ""modified"": false}]",,
case_38,2,SAT,,SAT,"{'internal_control_established': True, 'internal_control_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_executed"": true}, ""reasoning"": ""建立並執行完善的內部控制制度符合銀行法第45-1條規定，避免違反銀行法第129條第7款，達成無罰款合規狀態。""}",False,UNSAT,,1.662417888641357,True,2,2,7,100.0,28.57,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}]",3,42.86
